"Labor Force Data by County, 2014 Annual Averages",,,,,,,,,
,,,,,,,,,
,State,County,,,,,,,Unemploy-
CN2212500000000,22,125,"West Feliciana Parish, LA",2014,,"5,379     ","5,071     ",308     ,5.7     
CN2212700000000,22,127,"Winn Parish, LA",2014,,"5,470     ","5,059     ",411     ,7.5     
CN2300100000000,23,001,"Androscoggin County, ME",2014,,"55,915     ","52,876     ","3,039     ",5.4     
CN2300300000000,23,003,"Aroostook County, ME",2014,,"32,938     ","30,449     ","2,489     ",7.6     
CN2300500000000,23,005,"Cumberland County, ME",2014,,"159,146     ","152,181     ","6,965     ",4.4     
CN2300700000000,23,007,"Franklin County, ME",2014,,"14,998     ","14,018     ",980     ,6.5     
CN2300900000000,23,009,"Hancock County, ME",2014,,"29,781     ","27,726     ","2,055     ",6.9     
CN2301100000000,23,011,"Kennebec County, ME",2014,,"63,303     ","59,922     ","3,381     ",5.3     
CN2301300000000,23,013,"Knox County, ME",2014,,"20,653     ","19,594     ","1,059     ",5.1     
CN2301500000000,23,015,"Lincoln County, ME",2014,,"17,200     ","16,188     ","1,012     ",5.9     
CN2301700000000,23,017,"Oxford County, ME",2014,,"27,371     ","25,464     ","1,907     ",7.0     
CN2301900000000,23,019,"Penobscot County, ME",2014,,"79,010     ","74,157     ","4,853     ",6.1     
CN2302100000000,23,021,"Piscataquis County, ME",2014,,"7,712     ","7,143     ",569     ,7.4     
CN2302300000000,23,023,"Sagadahoc County, ME",2014,,"19,047     ","18,174     ",873     ,4.6     
CN2302500000000,23,025,"Somerset County, ME",2014,,"24,316     ","22,407     ","1,909     ",7.9     
CN2302700000000,23,027,"Waldo County, ME",2014,,"20,807     ","19,553     ","1,254     ",6.0     
CN2302900000000,23,029,"Washington County, ME",2014,,"14,453     ","13,258     ","1,195     ",8.3     
CN2303100000000,23,031,"York County, ME",2014,,"109,920     ","104,192     ","5,728     ",5.2     
CN2400100000000,24,001,"Allegany County, MD",2014,,"33,290     ","30,769     ","2,521     ",7.6     
CN2400300000000,24,003,"Anne Arundel County, MD",2014,,"297,702     ","282,626     ","15,076     ",5.1     
CN2400500000000,24,005,"Baltimore County, MD",2014,,"441,907     ","414,927     ","26,980     ",6.1     
CN2400900000000,24,009,"Calvert County, MD",2014,,"47,256     ","44,744     ","2,512     ",5.3     
CN2401100000000,24,011,"Caroline County, MD",2014,,"17,425     ","16,336     ","1,089     ",6.2     
CN2401300000000,24,013,"Carroll County, MD",2014,,"92,649     ","88,204     ","4,445     ",4.8     
CN2401500000000,24,015,"Cecil County, MD",2014,,"52,476     ","49,024     ","3,452     ",6.6     
CN2401700000000,24,017,"Charles County, MD",2014,,"80,206     ","75,607     ","4,599     ",5.7     
CN2401900000000,24,019,"Dorchester County, MD",2014,,"15,797     ","14,473     ","1,324     ",8.4     
CN2402100000000,24,021,"Frederick County, MD",2014,,"128,137     ","121,669     ","6,468     ",5.0     
CN2402300000000,24,023,"Garrett County, MD",2014,,"15,550     ","14,443     ","1,107     ",7.1     
CN2402500000000,24,025,"Harford County, MD",2014,,"135,359     ","127,677     ","7,682     ",5.7     
CN2402700000000,24,027,"Howard County, MD",2014,,"173,526     ","166,033     ","7,493     ",4.3     
CN2402900000000,24,029,"Kent County, MD",2014,,"10,354     ","9,690     ",664     ,6.4     
CN2403100000000,24,031,"Montgomery County, MD",2014,,"544,718     ","520,811     ","23,907     ",4.4     
CN2403300000000,24,033,"Prince George's County, MD",2014,,"486,606     ","457,227     ","29,379     ",6.0     
CN2403500000000,24,035,"Queen Anne's County, MD",2014,,"26,387     ","25,045     ","1,342     ",5.1     
CN2403700000000,24,037,"St. Mary's County, MD",2014,,"54,113     ","51,211     ","2,902     ",5.4     
CN2403900000000,24,039,"Somerset County, MD",2014,,"9,282     ","8,406     ",876     ,9.4     
CN2404100000000,24,041,"Talbot County, MD",2014,,"19,139     ","18,093     ","1,046     ",5.5     
CN2404300000000,24,043,"Washington County, MD",2014,,"76,455     ","71,513     ","4,942     ",6.5     
CN2404500000000,24,045,"Wicomico County, MD",2014,,"50,085     ","46,220     ","3,865     ",7.7     
CN2404700000000,24,047,"Worcester County, MD",2014,,"25,666     ","22,717     ","2,949     ",11.5     
CN2451000000000,24,510,"Baltimore city, MD",2014,,"294,209     ","269,052     ","25,157     ",8.6     
CN2500100000000,25,001,"Barnstable County, MA",2014,,"111,511     ","103,614     ","7,897     ",7.1     
CN2500300000000,25,003,"Berkshire County, MA",2014,,"65,919     ","61,621     ","4,298     ",6.5     
CN2500500000000,25,005,"Bristol County, MA",2014,,"287,857     ","266,906     ","20,951     ",7.3     
CN2500700000000,25,007,"Dukes County, MA",2014,,"9,430     ","8,680     ",750     ,8.0     
CN2500900000000,25,009,"Essex County, MA",2014,,"403,703     ","379,723     ","23,980     ",5.9     
CN2501100000000,25,011,"Franklin County, MA",2014,,"39,380     ","37,316     ","2,064     ",5.2     
CN2501300000000,25,013,"Hampden County, MA",2014,,"221,871     ","204,534     ","17,337     ",7.8     
CN2501500000000,25,015,"Hampshire County, MA",2014,,"86,533     ","82,180     ","4,353     ",5.0     
CN2501700000000,25,017,"Middlesex County, MA",2014,,"852,295     ","812,637     ","39,658     ",4.7     
CN2501900000000,25,019,"Nantucket County/town, MA",2014,,"6,933     ","6,506     ",427     ,6.2     
CN2502100000000,25,021,"Norfolk County, MA",2014,,"366,098     ","347,792     ","18,306     ",5.0     
CN2502300000000,25,023,"Plymouth County, MA",2014,,"266,405     ","250,265     ","16,140     ",6.1     
CN2502500000000,25,025,"Suffolk County, MA",2014,,"413,931     ","391,952     ","21,979     ",5.3     
CN2502700000000,25,027,"Worcester County, MA",2014,,"425,497     ","399,415     ","26,082     ",6.1     
CN2600100000000,26,001,"Alcona County, MI",2014,,"3,845     ","3,437     ",408     ,10.6     
CN2600300000000,26,003,"Alger County, MI",2014,,"3,331     ","2,985     ",346     ,10.4     
CN2600500000000,26,005,"Allegan County, MI",2014,,"60,033     ","56,765     ","3,268     ",5.4     
CN2600700000000,26,007,"Alpena County, MI",2014,,"13,605     ","12,517     ","1,088     ",8.0     
CN2600900000000,26,009,"Antrim County, MI",2014,,"10,113     ","9,153     ",960     ,9.5     
CN2601100000000,26,011,"Arenac County, MI",2014,,"6,425     ","5,715     ",710     ,11.1     
CN2601300000000,26,013,"Baraga County, MI",2014,,"3,481     ","3,090     ",391     ,11.2     
CN2601500000000,26,015,"Barry County, MI",2014,,"30,094     ","28,466     ","1,628     ",5.4     
CN2601700000000,26,017,"Bay County, MI",2014,,"53,374     ","49,530     ","3,844     ",7.2     
CN2601900000000,26,019,"Benzie County, MI",2014,,"8,766     ","8,007     ",759     ,8.7     
CN2602100000000,26,021,"Berrien County, MI",2014,,"73,763     ","68,757     ","5,006     ",6.8     
CN2602300000000,26,023,"Branch County, MI",2014,,"19,378     ","18,090     ","1,288     ",6.6     
CN2602500000000,26,025,"Calhoun County, MI",2014,,"64,387     ","60,306     ","4,081     ",6.3     
CN2602700000000,26,027,"Cass County, MI",2014,,"23,946     ","22,334     ","1,612     ",6.7     
CN2602900000000,26,029,"Charlevoix County, MI",2014,,"13,155     ","12,085     ","1,070     ",8.1     
CN2603100000000,26,031,"Cheboygan County, MI",2014,,"10,721     ","9,575     ","1,146     ",10.7     
CN2603300000000,26,033,"Chippewa County, MI",2014,,"16,955     ","15,346     ","1,609     ",9.5     
CN2603500000000,26,035,"Clare County, MI",2014,,"11,974     ","10,797     ","1,177     ",9.8     
CN2603700000000,26,037,"Clinton County, MI",2014,,"39,779     ","37,776     ","2,003     ",5.0     
CN2603900000000,26,039,"Crawford County, MI",2014,,"5,362     ","4,854     ",508     ,9.5     
CN2604100000000,26,041,"Delta County, MI",2014,,"17,522     ","16,042     ","1,480     ",8.4     
CN2604300000000,26,043,"Dickinson County, MI",2014,,"12,914     ","12,035     ",879     ,6.8     
CN2604500000000,26,045,"Eaton County, MI",2014,,"56,015     ","52,808     ","3,207     ",5.7     
CN2604700000000,26,047,"Emmet County, MI",2014,,"18,020     ","16,304     ","1,716     ",9.5     
CN2604900000000,26,049,"Genesee County, MI",2014,,"184,864     ","170,334     ","14,530     ",7.9     
CN2605100000000,26,051,"Gladwin County, MI",2014,,"10,084     ","9,149     ",935     ,9.3     
CN2605300000000,26,053,"Gogebic County, MI",2014,,"6,727     ","6,130     ",597     ,8.9     
CN2605500000000,26,055,"Grand Traverse County, MI",2014,,"48,168     ","45,262     ","2,906     ",6.0     
CN2605700000000,26,057,"Gratiot County, MI",2014,,"18,563     ","17,250     ","1,313     ",7.1     
CN2605900000000,26,059,"Hillsdale County, MI",2014,,"20,598     ","19,158     ","1,440     ",7.0     
CN2606100000000,26,061,"Houghton County, MI",2014,,"17,021     ","15,718     ","1,303     ",7.7     
CN2606300000000,26,063,"Huron County, MI",2014,,"16,622     ","15,481     ","1,141     ",6.9     
CN2606500000000,26,065,"Ingham County, MI",2014,,"146,131     ","137,080     ","9,051     ",6.2     
CN2606700000000,26,067,"Ionia County, MI",2014,,"29,383     ","27,561     ","1,822     ",6.2     
CN2606900000000,26,069,"Iosco County, MI",2014,,"10,348     ","9,342     ","1,006     ",9.7     
CN2607100000000,26,071,"Iron County, MI",2014,,"5,228     ","4,774     ",454     ,8.7     
CN2607300000000,26,073,"Isabella County, MI",2014,,"35,657     ","33,545     ","2,112     ",5.9     
CN2607500000000,26,075,"Jackson County, MI",2014,,"73,362     ","68,481     ","4,881     ",6.7     
CN2607700000000,26,077,"Kalamazoo County, MI",2014,,"128,712     ","121,482     ","7,230     ",5.6     
CN2607900000000,26,079,"Kalkaska County, MI",2014,,"7,749     ","7,019     ",730     ,9.4     
CN2608100000000,26,081,"Kent County, MI",2014,,"337,858     ","321,148     ","16,710     ",4.9     
CN2608300000000,26,083,"Keweenaw County, MI",2014,,988     ,879     ,109     ,11.0     
CN2608500000000,26,085,"Lake County, MI",2014,,"3,634     ","3,228     ",406     ,11.2     
CN2608700000000,26,087,"Lapeer County, MI",2014,,"39,546     ","35,709     ","3,837     ",9.7     
CN2608900000000,26,089,"Leelanau County, MI",2014,,"10,580     ","9,874     ",706     ,6.7     
CN2609100000000,26,091,"Lenawee County, MI",2014,,"48,248     ","45,136     ","3,112     ",6.5     
CN2609300000000,26,093,"Livingston County, MI",2014,,"94,619     ","88,505     ","6,114     ",6.5     
CN2609500000000,26,095,"Luce County, MI",2014,,"2,494     ","2,282     ",212     ,8.5     
CN2609700000000,26,097,"Mackinac County, MI",2014,,"5,316     ","4,723     ",593     ,11.2     
CN2609900000000,26,099,"Macomb County, MI",2014,,"417,309     ","383,811     ","33,498     ",8.0     
CN2610100000000,26,101,"Manistee County, MI",2014,,"10,406     ","9,522     ",884     ,8.5     
CN2610300000000,26,103,"Marquette County, MI",2014,,"33,958     ","31,575     ","2,383     ",7.0     
CN2610500000000,26,105,"Mason County, MI",2014,,"14,750     ","13,643     ","1,107     ",7.5     
CN2610700000000,26,107,"Mecosta County, MI",2014,,"19,269     ","17,743     ","1,526     ",7.9     
CN2610900000000,26,109,"Menominee County, MI",2014,,"11,784     ","10,974     ",810     ,6.9     
CN2611100000000,26,111,"Midland County, MI",2014,,"41,811     ","39,271     ","2,540     ",6.1     
CN2611300000000,26,113,"Missaukee County, MI",2014,,"7,099     ","6,546     ",553     ,7.8     
CN2611500000000,26,115,"Monroe County, MI",2014,,"76,424     ","71,760     ","4,664     ",6.1     
CN2611700000000,26,117,"Montcalm County, MI",2014,,"27,786     ","25,686     ","2,100     ",7.6     
CN2611900000000,26,119,"Montmorency County, MI",2014,,"3,170     ","2,760     ",410     ,12.9     
CN2612100000000,26,121,"Muskegon County, MI",2014,,"77,563     ","71,611     ","5,952     ",7.7     
CN2612300000000,26,123,"Newaygo County, MI",2014,,"22,729     ","21,097     ","1,632     ",7.2     
CN2612500000000,26,125,"Oakland County, MI",2014,,"624,893     ","583,531     ","41,362     ",6.6     
CN2612700000000,26,127,"Oceana County, MI",2014,,"12,896     ","11,604     ","1,292     ",10.0     
CN2612900000000,26,129,"Ogemaw County, MI",2014,,"8,635     ","7,790     ",845     ,9.8     
CN2613100000000,26,131,"Ontonagon County, MI",2014,,"2,392     ","2,120     ",272     ,11.4     
CN2613300000000,26,133,"Osceola County, MI",2014,,"10,262     ","9,387     ",875     ,8.5     
CN2613500000000,26,135,"Oscoda County, MI",2014,,"2,991     ","2,639     ",352     ,11.8     
CN2613700000000,26,137,"Otsego County, MI",2014,,"11,262     ","10,349     ",913     ,8.1     
CN2613900000000,26,139,"Ottawa County, MI",2014,,"149,976     ","142,800     ","7,176     ",4.8     
CN2614100000000,26,141,"Presque Isle County, MI",2014,,"5,472     ","4,774     ",698     ,12.8     
CN2614300000000,26,143,"Roscommon County, MI",2014,,"7,993     ","7,078     ",915     ,11.4     
CN2614500000000,26,145,"Saginaw County, MI",2014,,"89,553     ","82,864     ","6,689     ",7.5     
CN2614700000000,26,147,"St. Clair County, MI",2014,,"73,081     ","65,980     ","7,101     ",9.7     
CN2614900000000,26,149,"St. Joseph County, MI",2014,,"29,009     ","27,320     ","1,689     ",5.8     
CN2615100000000,26,151,"Sanilac County, MI",2014,,"19,727     ","18,050     ","1,677     ",8.5     
CN2615300000000,26,153,"Schoolcraft County, MI",2014,,"3,549     ","3,160     ",389     ,11.0     
CN2615500000000,26,155,"Shiawassee County, MI",2014,,"33,414     ","30,900     ","2,514     ",7.5     
CN2615700000000,26,157,"Tuscola County, MI",2014,,"25,254     ","23,093     ","2,161     ",8.6     
CN2615900000000,26,159,"Van Buren County, MI",2014,,"35,524     ","32,667     ","2,857     ",8.0     
CN2616100000000,26,161,"Washtenaw County, MI",2014,,"188,117     ","178,965     ","9,152     ",4.9     
CN2616300000000,26,163,"Wayne County, MI",2014,,"762,012     ","687,553     ","74,459     ",9.8     
CN2616500000000,26,165,"Wexford County, MI",2014,,"14,760     ","13,500     ","1,260     ",8.5     
CN2700100000000,27,001,"Aitkin County, MN",2014,,"6,792     ","6,342     ",450     ,6.6     
CN2700300000000,27,003,"Anoka County, MN",2014,,"189,650     ","181,807     ","7,843     ",4.1     
CN2700500000000,27,005,"Becker County, MN",2014,,"18,033     ","17,176     ",857     ,4.8     
CN2700700000000,27,007,"Beltrami County, MN",2014,,"23,384     ","22,143     ","1,241     ",5.3     
CN2700900000000,27,009,"Benton County, MN",2014,,"21,781     ","20,683     ","1,098     ",5.0     
CN2701100000000,27,011,"Big Stone County, MN",2014,,"2,601     ","2,486     ",115     ,4.4     
CN2701300000000,27,013,"Blue Earth County, MN",2014,,"38,665     ","37,339     ","1,326     ",3.4     
CN2701500000000,27,015,"Brown County, MN",2014,,"14,238     ","13,590     ",648     ,4.6     
CN2701700000000,27,017,"Carlton County, MN",2014,,"17,647     ","16,723     ",924     ,5.2     
CN2701900000000,27,019,"Carver County, MN",2014,,"54,458     ","52,490     ","1,968     ",3.6     
CN2702100000000,27,021,"Cass County, MN",2014,,"14,038     ","13,039     ",999     ,7.1     
CN2702300000000,27,023,"Chippewa County, MN",2014,,"6,919     ","6,606     ",313     ,4.5     
CN2702500000000,27,025,"Chisago County, MN",2014,,"28,677     ","27,329     ","1,348     ",4.7     
CN2702700000000,27,027,"Clay County, MN",2014,,"35,297     ","34,097     ","1,200     ",3.4     
CN2702900000000,27,029,"Clearwater County, MN",2014,,"4,560     ","4,084     ",476     ,10.4     
CN2703100000000,27,031,"Cook County, MN",2014,,"3,067     ","2,894     ",173     ,5.6     
CN2703300000000,27,033,"Cottonwood County, MN",2014,,"5,598     ","5,306     ",292     ,5.2     
CN2703500000000,27,035,"Crow Wing County, MN",2014,,"31,575     ","29,729     ","1,846     ",5.8     
CN2703700000000,27,037,"Dakota County, MN",2014,,"232,271     ","223,522     ","8,749     ",3.8     
CN2703900000000,27,039,"Dodge County, MN",2014,,"11,287     ","10,818     ",469     ,4.2     
CN2704100000000,27,041,"Douglas County, MN",2014,,"19,940     ","19,198     ",742     ,3.7     
CN2704300000000,27,043,"Faribault County, MN",2014,,"7,398     ","7,013     ",385     ,5.2     
CN2704500000000,27,045,"Fillmore County, MN",2014,,"11,062     ","10,576     ",486     ,4.4     
CN2704700000000,27,047,"Freeborn County, MN",2014,,"16,300     ","15,595     ",705     ,4.3     
CN2704900000000,27,049,"Goodhue County, MN",2014,,"26,816     ","25,762     ","1,054     ",3.9     
CN2705100000000,27,051,"Grant County, MN",2014,,"3,293     ","3,129     ",164     ,5.0     
CN2705300000000,27,053,"Hennepin County, MN",2014,,"674,658     ","649,194     ","25,464     ",3.8     
CN2705500000000,27,055,"Houston County, MN",2014,,"10,390     ","9,931     ",459     ,4.4     
CN2705700000000,27,057,"Hubbard County, MN",2014,,"9,463     ","8,863     ",600     ,6.3     
CN2705900000000,27,059,"Isanti County, MN",2014,,"20,303     ","19,279     ","1,024     ",5.0     
CN2706100000000,27,061,"Itasca County, MN",2014,,"22,020     ","20,570     ","1,450     ",6.6     
CN2706300000000,27,063,"Jackson County, MN",2014,,"6,323     ","6,059     ",264     ,4.2     
CN2706500000000,27,065,"Kanabec County, MN",2014,,"8,880     ","8,220     ",660     ,7.4     
CN2706700000000,27,067,"Kandiyohi County, MN",2014,,"23,752     ","22,746     ","1,006     ",4.2     
CN2706900000000,27,069,"Kittson County, MN",2014,,"2,397     ","2,280     ",117     ,4.9     
CN2707100000000,27,071,"Koochiching County, MN",2014,,"6,454     ","5,909     ",545     ,8.4     
CN2707300000000,27,073,"Lac qui Parle County, MN",2014,,"3,663     ","3,489     ",174     ,4.8     
CN2707500000000,27,075,"Lake County, MN",2014,,"5,700     ","5,439     ",261     ,4.6     
CN2707700000000,27,077,"Lake of the Woods County, MN",2014,,"2,394     ","2,281     ",113     ,4.7     
CN2707900000000,27,079,"Le Sueur County, MN",2014,,"15,533     ","14,698     ",835     ,5.4     
CN2708100000000,27,081,"Lincoln County, MN",2014,,"3,290     ","3,148     ",142     ,4.3     
