LAUS Code,State FIPS Code,County FIPS Code,County Name/State Abbreviation,Year,,Labor Force,Employed,Unemployed,Unemployment Rate
CN3602100000000,36,21,"Columbia County, NY",2014,,"31,388","29,910","1,478",4.7
CN3602300000000,36,23,"Cortland County, NY",2014,,"23,710","22,169","1,541",6.5
CN3602500000000,36,25,"Delaware County, NY",2014,,"20,071","18,754","1,317",6.6
CN3602700000000,36,27,"Dutchess County, NY",2014,,"142,531","134,957","7,574",5.3
CN3602900000000,36,29,"Erie County, NY",2014,,"449,349","421,971","27,378",6.1
CN3603100000000,36,31,"Essex County, NY",2014,,"17,584","16,375","1,209",6.9
CN3603300000000,36,33,"Franklin County, NY",2014,,"20,554","19,064","1,490",7.2
CN3603500000000,36,35,"Fulton County, NY",2014,,"23,482","21,683","1,799",7.7
CN3603700000000,36,37,"Genesee County, NY",2014,,"30,083","28,420","1,663",5.5
CN3603900000000,36,39,"Greene County, NY",2014,,"20,757","19,357","1,400",6.7
CN3604100000000,36,41,"Hamilton County, NY",2014,,"2,433","2,253",180,7.4
CN3604300000000,36,43,"Herkimer County, NY",2014,,"28,909","26,950","1,959",6.8
CN3604500000000,36,45,"Jefferson County, NY",2014,,"46,697","43,146","3,551",7.6
CN3604700000000,36,47,"Kings County, NY",2014,,"1,229,847","1,136,323","93,524",7.6
CN3604900000000,36,49,"Lewis County, NY",2014,,"11,890","10,958",932,7.8
CN3605100000000,36,51,"Livingston County, NY",2014,,"31,012","29,217","1,795",5.8
CN3605300000000,36,53,"Madison County, NY",2014,,"33,491","31,345","2,146",6.4
CN3605500000000,36,55,"Monroe County, NY",2014,,"365,242","344,087","21,155",5.8
CN3605700000000,36,57,"Montgomery County, NY",2014,,"22,312","20,646","1,666",7.5
CN3605900000000,36,59,"Nassau County, NY",2014,,"687,129","654,334","32,795",4.8
CN3606100000000,36,61,"New York County, NY",2014,,"916,872","861,131","55,741",6.1
CN3606300000000,36,63,"Niagara County, NY",2014,,"101,729","94,600","7,129",7
CN3606500000000,36,65,"Oneida County, NY",2014,,"103,381","97,073","6,308",6.1
CN3606700000000,36,67,"Onondaga County, NY",2014,,"225,116","212,606","12,510",5.6
CN3606900000000,36,69,"Ontario County, NY",2014,,"54,889","52,017","2,872",5.2
CN3607100000000,36,71,"Orange County, NY",2014,,"175,786","166,146","9,640",5.5
CN3607300000000,36,73,"Orleans County, NY",2014,,"18,084","16,698","1,386",7.7
CN3607500000000,36,75,"Oswego County, NY",2014,,"55,165","50,715","4,450",8.1
CN3607700000000,36,77,"Otsego County, NY",2014,,"30,067","28,351","1,716",5.7
CN3607900000000,36,79,"Putnam County, NY",2014,,"50,369","47,899","2,470",4.9
CN3608100000000,36,81,"Queens County, NY",2014,,"1,164,121","1,090,493","73,628",6.3
CN3608300000000,36,83,"Rensselaer County, NY",2014,,"81,318","76,957","4,361",5.4
CN3608500000000,36,85,"Richmond County, NY",2014,,"222,455","206,089","16,366",7.4
CN3608700000000,36,87,"Rockland County, NY",2014,,"149,660","141,957","7,703",5.1
CN3608900000000,36,89,"St. Lawrence County, NY",2014,,"47,173","43,516","3,657",7.8
CN3609100000000,36,91,"Saratoga County, NY",2014,,"115,886","110,486","5,400",4.7
CN3609300000000,36,93,"Schenectady County, NY",2014,,"76,258","72,168","4,090",5.4
CN3609500000000,36,95,"Schoharie County, NY",2014,,"14,770","13,781",989,6.7
CN3609700000000,36,97,"Schuyler County, NY",2014,,"8,620","8,018",602,7
CN3609900000000,36,99,"Seneca County, NY",2014,,"15,546","14,673",873,5.6
CN3610100000000,36,101,"Steuben County, NY",2014,,"44,180","41,140","3,040",6.9
CN3610300000000,36,103,"Suffolk County, NY",2014,,"767,529","726,385","41,144",5.4
CN3610500000000,36,105,"Sullivan County, NY",2014,,"33,351","31,156","2,195",6.6
CN3610700000000,36,107,"Tioga County, NY",2014,,"23,829","22,375","1,454",6.1
CN3610900000000,36,109,"Tompkins County, NY",2014,,"54,872","52,467","2,405",4.4
CN3611100000000,36,111,"Ulster County, NY",2014,,"88,194","83,154","5,040",5.7
CN3611300000000,36,113,"Warren County, NY",2014,,"32,357","30,233","2,124",6.6
CN3611500000000,36,115,"Washington County, NY",2014,,"28,624","26,883","1,741",6.1
CN3611700000000,36,117,"Wayne County, NY",2014,,"44,499","41,753","2,746",6.2
CN3611900000000,36,119,"Westchester County, NY",2014,,"471,666","447,432","24,234",5.1
CN3612100000000,36,121,"Wyoming County, NY",2014,,"18,391","17,193","1,198",6.5
CN3612300000000,36,123,"Yates County, NY",2014,,"11,713","11,054",659,5.6
CN3700100000000,37,1,"Alamance County, NC",2014,,"76,690","72,346","4,344",5.7
CN3700300000000,37,3,"Alexander County, NC",2014,,"17,436","16,461",975,5.6
CN3700500000000,37,5,"Alleghany County, NC",2014,,"4,383","4,085",298,6.8
CN3700700000000,37,7,"Anson County, NC",2014,,"10,908","10,138",770,7.1
CN3700900000000,37,9,"Ashe County, NC",2014,,"12,396","11,550",846,6.8
CN3701100000000,37,11,"Avery County, NC",2014,,"7,641","7,143",498,6.5
CN3701300000000,37,13,"Beaufort County, NC",2014,,"20,061","18,593","1,468",7.3
CN3701500000000,37,15,"Bertie County, NC",2014,,"8,507","7,839",668,7.9
CN3701700000000,37,17,"Bladen County, NC",2014,,"14,276","12,942","1,334",9.3
CN3701900000000,37,19,"Brunswick County, NC",2014,,"47,618","43,872","3,746",7.9
CN3702100000000,37,21,"Buncombe County, NC",2014,,"127,796","121,849","5,947",4.7
CN3702300000000,37,23,"Burke County, NC",2014,,"39,300","36,862","2,438",6.2
CN3702500000000,37,25,"Cabarrus County, NC",2014,,"94,120","88,665","5,455",5.8
CN3702700000000,37,27,"Caldwell County, NC",2014,,"35,432","32,869","2,563",7.2
CN3702900000000,37,29,"Camden County, NC",2014,,"4,548","4,272",276,6.1
CN3703100000000,37,31,"Carteret County, NC",2014,,"31,021","29,110","1,911",6.2
CN3703300000000,37,33,"Caswell County, NC",2014,,"9,629","8,937",692,7.2
CN3703500000000,37,35,"Catawba County, NC",2014,,"74,531","69,810","4,721",6.3
CN3703700000000,37,37,"Chatham County, NC",2014,,"32,185","30,623","1,562",4.9
CN3703900000000,37,39,"Cherokee County, NC",2014,,"11,095","10,311",784,7.1
CN3704100000000,37,41,"Chowan County, NC",2014,,"5,671","5,225",446,7.9
CN3704300000000,37,43,"Clay County, NC",2014,,"4,099","3,831",268,6.5
CN3704500000000,37,45,"Cleveland County, NC",2014,,"45,906","42,569","3,337",7.3
CN3704700000000,37,47,"Columbus County, NC",2014,,"22,995","21,044","1,951",8.5
CN3704900000000,37,49,"Craven County, NC",2014,,"41,024","38,199","2,825",6.9
CN3705100000000,37,51,"Cumberland County, NC",2014,,"127,319","117,101","10,218",8
CN3705300000000,37,53,"Currituck County, NC",2014,,"12,688","11,894",794,6.3
CN3705500000000,37,55,"Dare County, NC",2014,,"20,079","18,394","1,685",8.4
CN3705700000000,37,57,"Davidson County, NC",2014,,"78,245","73,336","4,909",6.3
CN3705900000000,37,59,"Davie County, NC",2014,,"19,644","18,500","1,144",5.8
CN3706100000000,37,61,"Duplin County, NC",2014,,"26,544","24,855","1,689",6.4
CN3706300000000,37,63,"Durham County, NC",2014,,"152,697","144,917","7,780",5.1
CN3706500000000,37,65,"Edgecombe County, NC",2014,,"23,196","20,813","2,383",10.3
CN3706700000000,37,67,"Forsyth County, NC",2014,,"176,992","166,409","10,583",6
CN3706900000000,37,69,"Franklin County, NC",2014,,"28,241","26,416","1,825",6.5
CN3707100000000,37,71,"Gaston County, NC",2014,,"100,605","93,781","6,824",6.8
CN3707300000000,37,73,"Gates County, NC",2014,,"5,187","4,881",306,5.9
CN3707500000000,37,75,"Graham County, NC",2014,,"3,312","2,872",440,13.3
CN3707700000000,37,77,"Granville County, NC",2014,,"28,097","26,570","1,527",5.4
CN3707900000000,37,79,"Greene County, NC",2014,,"9,400","8,815",585,6.2
CN3708100000000,37,81,"Guilford County, NC",2014,,"252,891","236,389","16,502",6.5
CN3708300000000,37,83,"Halifax County, NC",2014,,"21,254","19,206","2,048",9.6
CN3708500000000,37,85,"Harnett County, NC",2014,,"49,298","45,676","3,622",7.3
CN3708700000000,37,87,"Haywood County, NC",2014,,"27,264","25,687","1,577",5.8
CN3708900000000,37,89,"Henderson County, NC",2014,,"49,439","46,974","2,465",5
CN3709100000000,37,91,"Hertford County, NC",2014,,"9,370","8,679",691,7.4
CN3709300000000,37,93,"Hoke County, NC",2014,,"19,360","17,749","1,611",8.3
CN3709500000000,37,95,"Hyde County, NC",2014,,"2,194","1,993",201,9.2
CN3709700000000,37,97,"Iredell County, NC",2014,,"79,783","74,775","5,008",6.3
CN3709900000000,37,99,"Jackson County, NC",2014,,"18,339","17,125","1,214",6.6
CN3710100000000,37,101,"Johnston County, NC",2014,,"85,704","80,868","4,836",5.6
CN3710300000000,37,103,"Jones County, NC",2014,,"4,480","4,184",296,6.6
CN3710500000000,37,105,"Lee County, NC",2014,,"24,979","22,945","2,034",8.1
CN3710700000000,37,107,"Lenoir County, NC",2014,,"27,807","25,828","1,979",7.1
CN3710900000000,37,109,"Lincoln County, NC",2014,,"39,556","37,128","2,428",6.1
CN3711100000000,37,111,"McDowell County, NC",2014,,"20,798","19,464","1,334",6.4
CN3711300000000,37,113,"Macon County, NC",2014,,"15,012","14,023",989,6.6
CN3711500000000,37,115,"Madison County, NC",2014,,"9,400","8,819",581,6.2
CN3711700000000,37,117,"Martin County, NC",2014,,"9,867","9,099",768,7.8
CN3711900000000,37,119,"Mecklenburg County, NC",2014,,"546,812","514,199","32,613",6
CN3712100000000,37,121,"Mitchell County, NC",2014,,"6,531","6,029",502,7.7
CN3712300000000,37,123,"Montgomery County, NC",2014,,"11,467","10,738",729,6.4
CN3712500000000,37,125,"Moore County, NC",2014,,"38,143","35,820","2,323",6.1
CN3712700000000,37,127,"Nash County, NC",2014,,"44,163","40,655","3,508",7.9
CN3712900000000,37,129,"New Hanover County, NC",2014,,"110,349","103,832","6,517",5.9
CN3713100000000,37,131,"Northampton County, NC",2014,,"7,940","7,304",636,8
CN3713300000000,37,133,"Onslow County, NC",2014,,"63,911","60,036","3,875",6.1
CN3713500000000,37,135,"Orange County, NC",2014,,"72,558","69,201","3,357",4.6
CN3713700000000,37,137,"Pamlico County, NC",2014,,"5,293","4,943",350,6.6
CN3713900000000,37,139,"Pasquotank County, NC",2014,,"17,260","15,875","1,385",8
CN3714100000000,37,141,"Pender County, NC",2014,,"25,266","23,481","1,785",7.1
CN3714300000000,37,143,"Perquimans County, NC",2014,,"5,094","4,700",394,7.7
CN3714500000000,37,145,"Person County, NC",2014,,"17,910","16,525","1,385",7.7
CN3714700000000,37,147,"Pitt County, NC",2014,,"87,308","81,718","5,590",6.4
CN3714900000000,37,149,"Polk County, NC",2014,,"8,398","7,953",445,5.3
CN3715100000000,37,151,"Randolph County, NC",2014,,"66,489","62,181","4,308",6.5
CN3715300000000,37,153,"Richmond County, NC",2014,,"17,140","15,632","1,508",8.8
CN3715500000000,37,155,"Robeson County, NC",2014,,"51,113","46,303","4,810",9.4
CN3715700000000,37,157,"Rockingham County, NC",2014,,"41,045","37,985","3,060",7.5
CN3715900000000,37,159,"Rowan County, NC",2014,,"62,304","57,925","4,379",7
CN3716100000000,37,161,"Rutherford County, NC",2014,,"25,439","23,273","2,166",8.5
CN3716300000000,37,163,"Sampson County, NC",2014,,"29,580","27,685","1,895",6.4
CN3716500000000,37,165,"Scotland County, NC",2014,,"11,987","10,561","1,426",11.9
CN3716700000000,37,167,"Stanly County, NC",2014,,"28,499","26,787","1,712",6
CN3716900000000,37,169,"Stokes County, NC",2014,,"21,736","20,432","1,304",6
CN3717100000000,37,171,"Surry County, NC",2014,,"32,966","30,944","2,022",6.1
CN3717300000000,37,173,"Swain County, NC",2014,,"6,478","5,896",582,9
CN3717500000000,37,175,"Transylvania County, NC",2014,,"13,330","12,554",776,5.8
CN3717700000000,37,177,"Tyrrell County, NC",2014,,"1,551","1,397",154,9.9
CN3717900000000,37,179,"Union County, NC",2014,,"108,578","102,900","5,678",5.2
CN3718100000000,37,181,"Vance County, NC",2014,,"18,029","16,352","1,677",9.3
CN3718300000000,37,183,"Wake County, NC",2014,,"522,518","497,015","25,503",4.9
CN3718500000000,37,185,"Warren County, NC",2014,,"7,211","6,572",639,8.9
CN3718700000000,37,187,"Washington County, NC",2014,,"5,036","4,553",483,9.6
CN3718900000000,37,189,"Watauga County, NC",2014,,"26,989","25,596","1,393",5.2
CN3719100000000,37,191,"Wayne County, NC",2014,,"53,765","50,336","3,429",6.4
CN3719300000000,37,193,"Wilkes County, NC",2014,,"29,488","27,549","1,939",6.6
CN3719500000000,37,195,"Wilson County, NC",2014,,"37,586","34,032","3,554",9.5
CN3719700000000,37,197,"Yadkin County, NC",2014,,"17,493","16,507",986,5.6
CN3719900000000,37,199,"Yancey County, NC",2014,,"7,502","6,998",504,6.7
CN3800100000000,38,1,"Adams County, ND",2014,,"1,116","1,086",30,2.7
CN3800300000000,38,3,"Barnes County, ND",2014,,"5,613","5,439",174,3.1
CN3800500000000,38,5,"Benson County, ND",2014,,"2,522","2,357",165,6.5
CN3800700000000,38,7,"Billings County, ND",2014,,492,478,14,2.8
CN3800900000000,38,9,"Bottineau County, ND",2014,,"3,268","3,156",112,3.4
CN3801100000000,38,11,"Bowman County, ND",2014,,"1,899","1,865",34,1.8
CN3801300000000,38,13,"Burke County, ND",2014,,"1,303","1,269",34,2.6
CN3801500000000,38,15,"Burleigh County, ND",2014,,"47,589","46,422","1,167",2.5
CN3801700000000,38,17,"Cass County, ND",2014,,"92,918","90,656","2,262",2.4
CN3801900000000,38,19,"Cavalier County, ND",2014,,"2,059","1,999",60,2.9
CN3802100000000,38,21,"Dickey County, ND",2014,,"2,596","2,543",53,2
CN3802300000000,38,23,"Divide County, ND",2014,,"1,878","1,850",28,1.5
CN3802500000000,38,25,"Dunn County, ND",2014,,"4,308","4,254",54,1.3
CN3802700000000,38,27,"Eddy County, ND",2014,,"1,295","1,223",72,5.6
CN3802900000000,38,29,"Emmons County, ND",2014,,"1,566","1,478",88,5.6
CN3803100000000,38,31,"Foster County, ND",2014,,"1,637","1,587",50,3.1
CN3803300000000,38,33,"Golden Valley County, ND",2014,,978,958,20,2
CN3803500000000,38,35,"Grand Forks County, ND",2014,,"37,089","36,056","1,033",2.8
CN3803700000000,38,37,"Grant County, ND",2014,,"1,301","1,265",36,2.8
CN3803900000000,38,39,"Griggs County, ND",2014,,"1,188","1,160",28,2.4
CN3804100000000,38,41,"Hettinger County, ND",2014,,"1,542","1,510",32,2.1
CN3804300000000,38,43,"Kidder County, ND",2014,,"1,283","1,233",50,3.9
CN3804500000000,38,45,"LaMoure County, ND",2014,,"2,266","2,211",55,2.4
CN3804700000000,38,47,"Logan County, ND",2014,,930,903,27,2.9
CN3804900000000,38,49,"McHenry County, ND",2014,,"3,313","3,175",138,4.2
CN3805100000000,38,51,"McIntosh County, ND",2014,,"1,250","1,213",37,3
CN3805300000000,38,53,"McKenzie County, ND",2014,,"9,218","9,078",140,1.5
CN3805500000000,38,55,"McLean County, ND",2014,,"4,904","4,708",196,4
CN3805700000000,38,57,"Mercer County, ND",2014,,"4,161","3,997",164,3.9
CN3805900000000,38,59,"Morton County, ND",2014,,"16,006","15,481",525,3.3
CN3806100000000,38,61,"Mountrail County, ND",2014,,"9,084","8,968",116,1.3
CN3806300000000,38,63,"Nelson County, ND",2014,,"1,538","1,480",58,3.8
CN3806500000000,38,65,"Oliver County, ND",2014,,884,828,56,6.3
CN3806700000000,38,67,"Pembina County, ND",2014,,"3,613","3,410",203,5.6
CN3806900000000,38,69,"Pierce County, ND",2014,,"1,811","1,734",77,4.3
CN3807100000000,38,71,"Ramsey County, ND",2014,,"5,691","5,488",203,3.6
CN3807300000000,38,73,"Ransom County, ND",2014,,"2,739","2,661",78,2.8
CN3807500000000,38,75,"Renville County, ND",2014,,"1,411","1,374",37,2.6
CN3807700000000,38,77,"Richland County, ND",2014,,"8,539","8,280",259,3
CN3807900000000,38,79,"Rolette County, ND",2014,,"4,805","4,256",549,11.4
CN3808100000000,38,81,"Sargent County, ND",2014,,"2,172","2,123",49,2.3
CN3808300000000,38,83,"Sheridan County, ND",2014,,727,691,36,5
CN3808500000000,38,85,"Sioux County, ND",2014,,"1,305","1,244",61,4.7
CN3808700000000,38,87,"Slope County, ND",2014,,514,503,11,2.1
CN3808900000000,38,89,"Stark County, ND",2014,,"21,390","21,043",347,1.6
CN3809100000000,38,91,"Steele County, ND",2014,,"1,031","1,008",23,2.2
CN3809300000000,38,93,"Stutsman County, ND",2014,,"10,467","10,177",290,2.8
CN3809500000000,38,95,"Towner County, ND",2014,,"1,239","1,195",44,3.6
CN3809700000000,38,97,"Traill County, ND",2014,,"4,471","4,354",117,2.6
CN3809900000000,38,99,"Walsh County, ND",2014,,"5,590","5,331",259,4.6
CN3810100000000,38,101,"Ward County, ND",2014,,"34,638","33,725",913,2.6
CN3810300000000,38,103,"Wells County, ND",2014,,"2,201","2,104",97,4.4
CN3810500000000,38,105,"Williams County, ND",2014,,"31,944","31,561",383,1.2
CN3900100000000,39,1,"Adams County, OH",2014,,"10,515","9,550",965,9.2
CN3900300000000,39,3,"Allen County, OH",2014,,"48,356","45,559","2,797",5.8
CN3900500000000,39,5,"Ashland County, OH",2014,,"25,551","24,031","1,520",5.9
CN3900700000000,39,7,"Ashtabula County, OH",2014,,"44,935","41,720","3,215",7.2
CN3900900000000,39,9,"Athens County, OH",2014,,"27,607","25,719","1,888",6.8
CN3901100000000,39,11,"Auglaize County, OH",2014,,"24,142","23,098","1,044",4.3
CN3901300000000,39,13,"Belmont County, OH",2014,,"31,826","29,693","2,133",6.7
CN3901500000000,39,15,"Brown County, OH",2014,,"19,687","18,221","1,466",7.4
CN3901700000000,39,17,"Butler County, OH",2014,,"186,584","176,253","10,331",5.5
CN3901900000000,39,19,"Carroll County, OH",2014,,"13,573","12,741",832,6.1
CN3902100000000,39,21,"Champaign County, OH",2014,,"19,933","18,927","1,006",5
CN3902300000000,39,23,"Clark County, OH",2014,,"64,982","61,229","3,753",5.8
CN3902500000000,39,25,"Clermont County, OH",2014,,"102,589","96,985","5,604",5.5
CN3902700000000,39,27,"Clinton County, OH",2014,,"16,947","15,645","1,302",7.7
CN3902900000000,39,29,"Columbiana County, OH",2014,,"50,108","46,874","3,234",6.5
CN3903100000000,39,31,"Coshocton County, OH",2014,,"15,774","14,587","1,187",7.5
CN3903300000000,39,33,"Crawford County, OH",2014,,"19,586","18,273","1,313",6.7
CN3903500000000,39,35,"Cuyahoga County, OH",2014,,"616,341","578,056","38,285",6.2
CN3903700000000,39,37,"Darke County, OH",2014,,"26,142","24,751","1,391",5.3
CN3903900000000,39,39,"Defiance County, OH",2014,,"18,955","17,916","1,039",5.5
CN3904100000000,39,41,"Delaware County, OH",2014,,"100,416","96,295","4,121",4.1
CN3904300000000,39,43,"Erie County, OH",2014,,"37,415","35,018","2,397",6.4
CN3904500000000,39,45,"Fairfield County, OH",2014,,"74,671","70,803","3,868",5.2
CN3904700000000,39,47,"Fayette County, OH",2014,,"14,134","13,291",843,6
CN3904900000000,39,49,"Franklin County, OH",2014,,"647,513","616,058","31,455",4.9
CN3905100000000,39,51,"Fulton County, OH",2014,,"22,368","21,050","1,318",5.9
CN3905300000000,39,53,"Gallia County, OH",2014,,"12,407","11,453",954,7.7
CN3905500000000,39,55,"Geauga County, OH",2014,,"49,083","46,630","2,453",5
CN3905700000000,39,57,"Greene County, OH",2014,,"79,735","75,562","4,173",5.2
CN3905900000000,39,59,"Guernsey County, OH",2014,,"19,092","17,810","1,282",6.7
CN3906100000000,39,61,"Hamilton County, OH",2014,,"401,529","379,610","21,919",5.5
CN3906300000000,39,63,"Hancock County, OH",2014,,"40,450","38,652","1,798",4.4
CN3906500000000,39,65,"Hardin County, OH",2014,,"15,108","14,248",860,5.7
CN3906700000000,39,67,"Harrison County, OH",2014,,"7,355","6,911",444,6
CN3906900000000,39,69,"Henry County, OH",2014,,"13,750","12,863",887,6.5
CN3907100000000,39,71,"Highland County, OH",2014,,"17,325","15,984","1,341",7.7
CN3907300000000,39,73,"Hocking County, OH",2014,,"13,179","12,329",850,6.4
CN3907500000000,39,75,"Holmes County, OH",2014,,"19,902","19,103",799,4
CN3907700000000,39,77,"Huron County, OH",2014,,"27,886","25,660","2,226",8
CN3907900000000,39,79,"Jackson County, OH",2014,,"13,224","12,061","1,163",8.8
CN3908100000000,39,81,"Jefferson County, OH",2014,,"29,791","27,371","2,420",8.1
CN3908300000000,39,83,"Knox County, OH",2014,,"31,127","29,481","1,646",5.3
CN3908500000000,39,85,"Lake County, OH",2014,,"124,552","117,703","6,849",5.5
CN3908700000000,39,87,"Lawrence County, OH",2014,,"25,838","24,123","1,715",6.6
CN3908900000000,39,89,"Licking County, OH",2014,,"86,657","82,113","4,544",5.2
CN3909100000000,39,91,"Logan County, OH",2014,,"23,086","21,929","1,157",5
CN3909300000000,39,93,"Lorain County, OH",2014,,"150,403","140,778","9,625",6.4
CN3909500000000,39,95,"Lucas County, OH",2014,,"208,901","195,517","13,384",6.4
CN3909700000000,39,97,"Madison County, OH",2014,,"20,461","19,492",969,4.7
CN3909900000000,39,99,"Mahoning County, OH",2014,,"107,984","100,746","7,238",6.7
CN3910100000000,39,101,"Marion County, OH",2014,,"27,865","26,199","1,666",6
CN3910300000000,39,103,"Medina County, OH",2014,,"94,977","90,212","4,765",5
CN3910500000000,39,105,"Meigs County, OH",2014,,"9,186","8,359",827,9
CN3910700000000,39,107,"Mercer County, OH",2014,,"22,660","21,798",862,3.8
CN3910900000000,39,109,"Miami County, OH",2014,,"52,069","49,265","2,804",5.4
CN3911100000000,39,111,"Monroe County, OH",2014,,"5,875","5,229",646,11
CN3911300000000,39,113,"Montgomery County, OH",2014,,"249,095","233,818","15,277",6.1
CN3911500000000,39,115,"Morgan County, OH",2014,,"6,668","6,148",520,7.8
CN3911700000000,39,117,"Morrow County, OH",2014,,"16,801","15,803",998,5.9
CN3911900000000,39,119,"Muskingum County, OH",2014,,"39,349","36,553","2,796",7.1
CN3912100000000,39,121,"Noble County, OH",2014,,"5,082","4,696",386,7.6
CN3912300000000,39,123,"Ottawa County, OH",2014,,"21,493","19,852","1,641",7.6
CN3912500000000,39,125,"Paulding County, OH",2014,,"9,013","8,518",495,5.5
CN3912700000000,39,127,"Perry County, OH",2014,,"15,816","14,651","1,165",7.4
CN3912900000000,39,129,"Pickaway County, OH",2014,,"25,804","24,346","1,458",5.7
CN3913100000000,39,131,"Pike County, OH",2014,,"10,502","9,551",951,9.1
CN3913300000000,39,133,"Portage County, OH",2014,,"86,838","81,755","5,083",5.9
CN3913500000000,39,135,"Preble County, OH",2014,,"21,137","19,932","1,205",5.7
CN3913700000000,39,137,"Putnam County, OH",2014,,"18,649","17,803",846,4.5
CN3913900000000,39,139,"Richland County, OH",2014,,"54,517","50,960","3,557",6.5
CN3914100000000,39,141,"Ross County, OH",2014,,"33,665","31,514","2,151",6.4
CN3914300000000,39,143,"Sandusky County, OH",2014,,"31,291","29,504","1,787",5.7
CN3914500000000,39,145,"Scioto County, OH",2014,,"29,881","27,268","2,613",8.7
CN3914700000000,39,147,"Seneca County, OH",2014,,"27,166","25,608","1,558",5.7
CN3914900000000,39,149,"Shelby County, OH",2014,,"23,654","22,448","1,206",5.1
CN3915100000000,39,151,"Stark County, OH",2014,,"188,272","177,369","10,903",5.8
CN3915300000000,39,153,"Summit County, OH",2014,,"272,226","256,218","16,008",5.9
CN3915500000000,39,155,"Trumbull County, OH",2014,,"92,587","85,898","6,689",7.2
CN3915700000000,39,157,"Tuscarawas County, OH",2014,,"45,319","42,812","2,507",5.5
CN3915900000000,39,159,"Union County, OH",2014,,"26,807","25,614","1,193",4.5
CN3916100000000,39,161,"Van Wert County, OH",2014,,"14,406","13,704",702,4.9
CN3916300000000,39,163,"Vinton County, OH",2014,,"5,514","5,073",441,8
CN3916500000000,39,165,"Warren County, OH",2014,,"110,973","105,462","5,511",5
CN3916700000000,39,167,"Washington County, OH",2014,,"28,228","26,428","1,800",6.4
CN3916900000000,39,169,"Wayne County, OH",2014,,"59,535","56,774","2,761",4.6
CN3917100000000,39,171,"Williams County, OH",2014,,"18,785","17,762","1,023",5.4
CN3917300000000,39,173,"Wood County, OH",2014,,"69,170","65,570","3,600",5.2
CN3917500000000,39,175,"Wyandot County, OH",2014,,"12,356","11,813",543,4.4
CN4000100000000,40,1,"Adair County, OK",2014,,"8,090","7,445",645,8
CN4000300000000,40,3,"Alfalfa County, OK",2014,,"3,089","3,013",76,2.5
CN4000500000000,40,5,"Atoka County, OK",2014,,"4,799","4,503",296,6.2
CN4000700000000,40,7,"Beaver County, OK",2014,,"3,096","3,010",86,2.8
CN4000900000000,40,9,"Beckham County, OK",2014,,"12,749","12,389",360,2.8
CN4001100000000,40,11,"Blaine County, OK",2014,,"4,482","4,327",155,3.5
CN4001300000000,40,13,"Bryan County, OK",2014,,"17,847","16,982",865,4.8
CN4001500000000,40,15,"Caddo County, OK",2014,,"11,138","10,534",604,5.4
CN4001700000000,40,17,"Canadian County, OK",2014,,"65,868","63,526","2,342",3.6
CN4001900000000,40,19,"Carter County, OK",2014,,"22,012","21,033",979,4.4
CN4002100000000,40,21,"Cherokee County, OK",2014,,"18,519","17,399","1,120",6
CN4002300000000,40,23,"Choctaw County, OK",2014,,"5,812","5,331",481,8.3
CN4002500000000,40,25,"Cimarron County, OK",2014,,"1,274","1,238",36,2.8
CN4002700000000,40,27,"Cleveland County, OK",2014,,"135,688","130,693","4,995",3.7
CN4002900000000,40,29,"Coal County, OK",2014,,"2,299","2,144",155,6.7
CN4003100000000,40,31,"Comanche County, OK",2014,,"49,288","46,983","2,305",4.7
CN4003300000000,40,33,"Cotton County, OK",2014,,"2,848","2,717",131,4.6
CN4003500000000,40,35,"Craig County, OK",2014,,"6,052","5,717",335,5.5
CN4003700000000,40,37,"Creek County, OK",2014,,"30,958","29,412","1,546",5
CN4003900000000,40,39,"Custer County, OK",2014,,"15,894","15,400",494,3.1
CN4004100000000,40,41,"Delaware County, OK",2014,,"17,099","16,103",996,5.8
CN4004300000000,40,43,"Dewey County, OK",2014,,"2,401","2,326",75,3.1
CN4004500000000,40,45,"Ellis County, OK",2014,,"2,337","2,266",71,3
CN4004700000000,40,47,"Garfield County, OK",2014,,"29,639","28,581","1,058",3.6
CN4004900000000,40,49,"Garvin County, OK",2014,,"12,622","12,108",514,4.1
CN4005100000000,40,51,"Grady County, OK",2014,,"25,392","24,373","1,019",4
CN4005300000000,40,53,"Grant County, OK",2014,,"2,808","2,734",74,2.6
CN4005500000000,40,55,"Greer County, OK",2014,,"2,032","1,937",95,4.7
CN4005700000000,40,57,"Harmon County, OK",2014,,"1,278","1,226",52,4.1
CN4005900000000,40,59,"Harper County, OK",2014,,"1,969","1,915",54,2.7
CN4006100000000,40,61,"Haskell County, OK",2014,,"4,338","4,016",322,7.4
CN4006300000000,40,63,"Hughes County, OK",2014,,"5,642","5,245",397,7
CN4006500000000,40,65,"Jackson County, OK",2014,,"10,655","10,196",459,4.3
CN4006700000000,40,67,"Jefferson County, OK",2014,,"2,582","2,462",120,4.6
CN4006900000000,40,69,"Johnston County, OK",2014,,"3,630","3,376",254,7
CN4007100000000,40,71,"Kay County, OK",2014,,"19,274","18,173","1,101",5.7
CN4007300000000,40,73,"Kingfisher County, OK",2014,,"7,957","7,712",245,3.1
CN4007500000000,40,75,"Kiowa County, OK",2014,,"4,054","3,889",165,4.1
CN4007700000000,40,77,"Latimer County, OK",2014,,"3,959","3,665",294,7.4
CN4007900000000,40,79,"Le Flore County, OK",2014,,"19,362","18,027","1,335",6.9
